Tipo esercizio storico pubblico esercizio;Insegna;Indirizzo;Tipo via;Nome via;Civico;Codice via;ZD;Forma commercio;Forma commercio precedente;Forma vendita;Settore storico pubblico esercizio;Superficie somministrazione;Tipo_macro;Forma vendita_filled;is_outlier_superficie
trattoria;il delfino;"via scrivia n. 5 ; isolato:022; accesso: accesso esterno; (z.d. 4)";via;scrivia;5;4146;4;solo somministrazione;somministrazione;misto;"trattoria;pizzeria;genere merceol.autorizz.sanit.";49.0;RISTORANTE;misto;False
trattoria;il faro;"pza san materno n. 8 ; isolato:012; accesso: accesso esterno; (z.d. 3)";pza;san materno;8;2423;3;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;trattoria;pizzeria;ristorante, trattoria, osteria";83.0;RISTORANTE;al tavolo;False
trattoria;il gabbiano trattori pizz;"via corti alfonso n. 30 ; isolato:081; accesso: accesso esterno; (z.d. 3)";via;corti alfonso;30;2678;3;solo somministrazione;somministrazione;al tavolo;"trattoria;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;pizzerie e simili;pizzeria";80.0;RISTORANTE;al tavolo;False
trattoria;il globo;"vle monza n. 82 ; isolato:310; accesso: accesso esterno; (z.d. 2)";vle;monza;82;2274;2;solo somministrazione;somministrazione;misto;"ristorante, trattoria, osteria;pizzerie e simili;pizzeria;genere merceol.autorizz.sanit.;trattoria";125.0;RISTORANTE;misto;False
trattoria;il mago;"via ripamonti giuseppe n. 184 ; isolato:161; accesso: accesso esterno; (z.d. 5)";via;ripamonti giuseppe;184;4066;5;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;trattoria;pizzeria;bar caffè";117.0;RISTORANTE;misto;False
trattoria;il montalcino;"via valenza n. 17 ; isolato:050; accesso: accesso esterno; (z.d. 6)";via;valenza;17;5121;6;solo somministrazione;somministrazione;al tavolo;"trattoria;genere merceol.autorizz.sanit.";105.0;RISTORANTE;al tavolo;False
trattoria;il mosto selvatico;"via ausonio n. 23 ; isolato:135; accesso: accesso esterno; (z.d. 1)";via;ausonio;23;5093;1;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;trattoria";73.0;RISTORANTE;al tavolo;False
trattoria;il nostromo;"via varesina n. 70 ; isolato:255; accesso: accesso esterno; (z.d. 8)";via;varesina;70;7290;8;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;trattoria;pizzeria";68.0;RISTORANTE;al tavolo;False
trattoria;il pomodorino;"via salmini vittorio n. 4 ; isolato:191; accesso: accesso esterno; (z.d. 5)";via;salmini vittorio;4;4062;5;solo somministrazione;somministrazione;misto;"bar caffè e simili;trattoria;pizzeria;ristorante, trattoria, osteria;pizzerie e simili;bar caffè";119.0;RISTORANTE;misto;False
trattoria;il ristoro;"via stromboli n. 22 ; isolato:288; accesso: accesso esterno; (z.d. 7)";via;stromboli;22;6099;7;solo somministrazione;somministrazione;self service;"bar caffè e simili;tav.calde,self service,fast f.";77.0;BAR;self service;False
trattoria;il ritrovo degli artisti;"vle monza n. 17 ; isolato:346; accesso: accesso esterno; (z.d. 2)";vle;monza;17;2274;2;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;trattoria;ristorante, trattoria, osteria";25.0;RISTORANTE;al tavolo;False
trattoria;il torchietto;"via sforza ascanio n. 47 ; isolato:125; accesso: accesso esterno; (z.d. 5)";via;sforza ascanio;47;5201;5;solo somministrazione;somministrazione;al tavolo;"seconda bottiglia;trattoria;genere merceol.autorizz.sanit.";205.0;RISTORANTE;al tavolo;False
trattoria;innocenti evasioni;"via bodoni giambattista n. 11 ; isolato:296; accesso: accesso esterno; (z.d. 8)";via;bodoni giambattista;11;7261;8;solo somministrazione;somministrazione;al tavolo;"trattoria;bar caffè;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.";83.0;RISTORANTE;al tavolo;False
trattoria;insalateria brera;"via palermo n. 20 ; isolato:173; accesso: accesso esterno; (z.d. 1)";via;palermo;20;1025;1;solo somministrazione;somministrazione;al tavolo;"tavola calda;ristorante, trattoria, osteria;pizzeria;bar caffè;pizzerie e simili;genere merceol.autorizz.sanit.;bar caffè e simili";100.0;RISTORANTE;al tavolo;False
trattoria;kisho;"via morosini emilio n. 12 ; isolato:050; accesso: accesso esterno; (z.d. 4)";via;morosini emilio;12;3073;4;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;trattoria;ristorante, trattoria, osteria";128.0;RISTORANTE;al tavolo;False
trattoria;la belle epoque;"via moncucco num.026/1 /1; isolato:065; accesso: accesso esterno; (z.d. 6)";via;moncucco;26;5320;6;solo somministrazione;somministrazione;al tavolo;"pizzeria;bar caffè;tavola calda;genere merceol.autorizz.sanit.";109.0;PIZZERIA;al tavolo;False
trattoria;la brianza mimmo e teresa;"via bonfadini romualdo n. 64 ; isolato:132; accesso: accesso esterno; (z.d. 4)";via;bonfadini romualdo;64;3341;4;solo somministrazione;somministrazione;misto;"bar caffè;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;bar caffè e simili;trattoria";150.0;RISTORANTE;misto;False
trattoria;la caletta;"via sammartini giovanni battista n. 69 ; isolato:150; accesso: accesso esterno; (z.d. 2)";via;sammartini giovanni battista;69;1202;2;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;ristorante;pizzeria;ristorante, trattoria, osteria;pizzerie e simili";55.0;RISTORANTE;al tavolo;False
trattoria;la cantinetta;"via ripamonti giuseppe n. 19 ; isolato:148; accesso: accesso esterno; (z.d. 5)";via;ripamonti giuseppe;19;4066;5;solo somministrazione;somministrazione;al tavolo;"trattoria;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.";118.0;RISTORANTE;al tavolo;False
trattoria;la conchiglia;"vle faenza n. 1 ; isolato:074; accesso: accesso esterno; (z.d. 6)";vle;faenza;1;5350;6;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;bar caffè;trattoria";72.0;RISTORANTE;misto;False
trattoria;la contrada;"via cialdini enrico n. 89 ; isolato:152; accesso: accesso esterno; (z.d. 9)";via;cialdini enrico;89;1477;9;solo somministrazione;somministrazione;al tavolo;"bar caffè;trattoria;genere merceol.autorizz.sanit.";125.0;RISTORANTE;al tavolo;False
trattoria;la corte dei semplici;"pza gobetti pietro n. 2 ; isolato:038; accesso: accesso esterno; (z.d. 3)";pza;gobetti pietro;2;2561;3;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;bar gastronomici e simili;ristorante, trattoria, osteria;bar caffè e simili;trattoria;bar caffè";68.0;RISTORANTE;al tavolo;False
trattoria;la fornasetta;"via breda ernesto n. 86 ; isolato:068; accesso: accesso esterno; (z.d. 2)";via;breda ernesto;86;2342;2;solo somministrazione;somministrazione;al banco;"trattoria;bar caffè";309.0;RISTORANTE;al banco;False
trattoria;laguna blu;"via arici cesare n. 17 ; isolato:201; accesso: accesso esterno; (z.d. 2)";via;arici cesare;17;2464;2;solo somministrazione;somministrazione;al banco;"trattoria;pizzeria;genere merceol.autorizz.sanit.;bar caffè";55.0;RISTORANTE;al banco;False
trattoria;laguna blu;"via savona n. 108 ; isolato:163; accesso: accesso esterno; (z.d. 6)";via;savona;108;5122;6;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;pizzeria;pizzerie e simili;ristorante, trattoria, osteria;trattoria";90.0;RISTORANTE;misto;False
trattoria;la magolfa;"via orti n. 16 ; isolato:038; accesso: accesso esterno; (z.d. 1)";via;orti;16;4031;1;solo somministrazione;somministrazione;al tavolo;"pizzeria;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;pizzerie e simili;trattoria";90.0;RISTORANTE;al tavolo;False
trattoria;l angolo d abruzzo;"via pilo rosolino n. 20 ; isolato:148; accesso: accesso esterno; (z.d. 3)";via;pilo rosolino;20;2189;3;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;trattoria;genere merceol.autorizz.sanit.";67.0;RISTORANTE;al tavolo;False
trattoria;la playa del sol;"via crespi daniele n. 11 ; isolato:133; accesso: accesso esterno; (z.d. 1)";via;crespi daniele;11;5162;1;solo somministrazione;somministrazione;al tavolo;"trattoria;bar caffè;genere merceol.autorizz.sanit.;pizzerie e simili;bar caffè e simili;ristorante, trattoria, osteria;pizzeria";81.0;RISTORANTE;al tavolo;False
trattoria;la ragazza;"via frisi paolo n. 3 ; isolato:142; accesso: accesso esterno; (z.d. 3)";via;frisi paolo;3;2190;3;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;bar caffè;trattoria;pizzeria";150.0;RISTORANTE;al tavolo;False
trattoria;l arcata 2;"via turroni gerolamo n. 4 ; isolato:213; accesso: accesso esterno; (z.d. 4)";via;turroni gerolamo;4;3099;4;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;trattoria;pizzerie e simili;ristorante, trattoria, osteria;pizzerie e simili";77.0;RISTORANTE;al tavolo;False
trattoria;la semplice;"via lodovico il moro n. 13 ; isolato:004; accesso: accesso esterno; (z.d. 6)";via;lodovico il moro;13;5290;6;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;trattoria;bar caffè;bar caffè e simili";67.0;RISTORANTE;al tavolo;False
trattoria;la tavernetta;"via maspero paolo n. 45 ; isolato:108; accesso: accesso esterno; (z.d. 4)";via;maspero paolo;45;3336;4;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;trattoria;pizzerie e simili;genere merceol.autorizz.sanit.;bar caffè";75.0;RISTORANTE;al tavolo;False
trattoria;la vecchia osteria;"via f.lli bozzi n. 14 ; isolato:035; accesso: accesso esterno; (z.d. 7)";via;f.lli bozzi;14;6311;7;solo somministrazione;somministrazione;misto;"trattoria;genere merceol.autorizz.sanit.;bar caffè";96.0;RISTORANTE;misto;False
trattoria;la voliera;"via crema n. 17 ; isolato:193; accesso: accesso esterno; (z.d. 5)";via;crema;17;4061;5;solo somministrazione;somministrazione;al tavolo;"trattoria;genere merceol.autorizz.sanit.";58.0;RISTORANTE;al tavolo;False
trattoria;le bistrot du brocantage;"via ripamonti giuseppe n. 298 ; isolato:188; accesso: accesso esterno; (z.d. 5)";via;ripamonti giuseppe;298;4066;5;solo somministrazione;somministrazione;al tavolo;"trattoria;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;bar gastronomici e simili;bar gastronomici e simili;seconda bottiglia;bar caffè";60.0;RISTORANTE;al tavolo;False
trattoria;lemantea taberna s.tomaso;"via san tomaso n. 5 ;via san tomaso 005; isolato:377; accesso: accesso esterno; (z.d. 1)";via;san tomaso;5;723;1;solo somministrazione;somministrazione;misto;"bar caffè;trattoria;genere merceol.autorizz.sanit.";156.0;RISTORANTE;misto;False
trattoria;le vigne;"via paoli pasquale n. 2 ; isolato:071; accesso: accesso esterno; (z.d. 6)";via;paoli pasquale;2;5151;6;solo somministrazione;somministrazione;al tavolo;"bar caffè;ristorante, trattoria, osteria;ristorante, trattoria, osteria;trattoria;cucina tipica lombarda;bar caffè e simili;genere merceol.autorizz.sanit.";92.0;RISTORANTE;al tavolo;False
trattoria;life gate cafe;"via della commenda n. 43 ; isolato:113; accesso: accesso esterno; (z.d. 1)";via;della commenda;43;3146;1;solo somministrazione;somministrazione;misto;"pizzerie e simili;bar caffè;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;bar caffè e simili;pizzeria;trattoria";133.0;RISTORANTE;misto;False
trattoria;living bar;"via cesarotti melchiorre n. 2 ; isolato:225; accesso: accesso esterno; (z.d. 2)";via;cesarotti melchiorre;2;2510;2;solo somministrazione;somministrazione;al banco;"bar caffè;genere merceol.autorizz.sanit.;trattoria;ristorante, trattoria, osteria;bar caffè e simili";78.0;RISTORANTE;al banco;False
trattoria;locanda greca;"rip di pta ticinese n. 69 ; isolato:068; accesso: accesso esterno; (z.d. 6)";rip;di pta ticinese;69;5150;6;solo somministrazione;somministrazione;al tavolo;"bar caffè;trattoria";78.0;RISTORANTE;al tavolo;False
trattoria;lo  scarabeo;"via govone giuseppe n. 29 ; isolato:013; accesso: accesso esterno; (z.d. 8)";via;govone giuseppe;29;7222;8;somministrazione/minuto;somministrazione;misto;"bar caffè;gelateria;trattoria;ristorante, trattoria, osteria";50.0;RISTORANTE;misto;False
trattoria;mappamondo;"via pezzotti giovanni n. 11 ; isolato:006; accesso: accesso esterno; (z.d. 5)";via;pezzotti giovanni;11;5244;5;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;trattoria;pizzerie e simili;pizzeria;ristorante, trattoria, osteria";100.0;RISTORANTE;al tavolo;False
trattoria;marvivo ristor.pizzeria;"via gallina giacinto n. 17 ; isolato:181; accesso: accesso esterno; (z.d. 3)";via;gallina giacinto;17;3105;3;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;pizzerie e simili;bar gastronomici e simili;trattoria;pizzeria;genere merceol.autorizz.sanit.";86.0;RISTORANTE;al tavolo;False
trattoria;meat ing;"cso genova n. 26 ; isolato:133; accesso: accesso esterno; (z.d. 1)";cso;genova;26;5164;1;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;trattoria;ristorante, trattoria, osteria";97.0;RISTORANTE;misto;False
trattoria;mediterranea rist.brasser;"via marcello benedetto n. 93 ; isolato:032; accesso: accesso esterno; (z.d. 3)";via;marcello benedetto;93;2128;3;solo somministrazione;somministrazione;al tavolo;"trattoria;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria";108.0;RISTORANTE;al tavolo;False
trattoria;melrose;"via cenisio n. 37 ; isolato:032; accesso: accesso esterno; (z.d. 8)";via;cenisio;37;7184;8;solo somministrazione;somministrazione;al tavolo;"pizzerie e simili;genere merceol.autorizz.sanit.;trattoria;ristorante, trattoria, osteria";113.0;RISTORANTE;al tavolo;False
trattoria;mister marlin;"via bianchi mose' n. 103 ; isolato:256; accesso: accesso esterno; (z.d. 7)";via;bianchi mose';103;6385;7;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;pizzerie e simili;bar caffè e simili;trattoria;seconda bottiglia";266.0;RISTORANTE;al tavolo;False
trattoria;moby dick;"via porpora nicola antonio n. 161 con 2 ingr. in v. porpora 163; isolato:020; accesso: accesso esterno; (z.d. 3)";via;porpora nicola antonio;161;2229;3;solo somministrazione;somministrazione;al tavolo;"pizzerie e simili;trattoria;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;pizzeria";188.0;RISTORANTE;al tavolo;False
trattoria;moby dick 3;"via del liri n. 1 ; isolato:110; accesso: accesso esterno; (z.d. 4)";via;del liri;1;3370;4;solo somministrazione;somministrazione;al tavolo;"trattoria;pizzeria;bar caffè;genere merceol.autorizz.sanit.;pizzerie e simili;ristorante, trattoria, osteria";98.0;RISTORANTE;al tavolo;False
trattoria;mochica;"via inganni angelo n. 4 ; isolato:131; accesso: accesso esterno; (z.d. 6)";via;inganni angelo;4;6672;6;solo somministrazione;somministrazione;al tavolo;"trattoria;genere merceol.autorizz.sanit.";29.0;RISTORANTE;al tavolo;False
trattoria;morgan s;"via novati francesco n. 2 ;via novati francesco 002; isolato:279; accesso: accesso esterno; (z.d. 1)";via;novati francesco;2;550;1;solo somministrazione;somministrazione;al tavolo;"trattoria;wine,birr.,pub enot.,caff.,the;genere merceol.autorizz.sanit.;bar caffè;ristorante, trattoria, osteria";127.0;RISTORANTE;al tavolo;False
trattoria;movida kitche n bar;"via rosales gaspare n. 9 ; isolato:322; accesso: accesso esterno; (z.d. 9)";via;rosales gaspare;9;1110;9;solo somministrazione;somministrazione;misto;"disco-piano-americ.bar serali;trattoria;seconda bottiglia;bar caffè";136.0;RISTORANTE;misto;False
trattoria;napoli sulla martesana;"via sammartini giovanni battista n. 21 ; isolato:202; accesso: accesso esterno; (z.d. 2)";via;sammartini giovanni battista;21;1202;2;solo somministrazione;somministrazione;al tavolo;"trattoria;genere merceol.autorizz.sanit.;pizzerie e simili;ristorante, trattoria, osteria";83.0;RISTORANTE;al tavolo;False
trattoria;new selfservice simpaty;"via quaranta bernardo n. 1 ; isolato:108; accesso: accesso esterno; (z.d. 5)";via;quaranta bernardo;1;4271;5;solo somministrazione;somministrazione;al banco;"bar caffè e simili;tav.calde,self service,fast f.;genere merceol.autorizz.sanit.;bar caffè;giochi legge 388/2000;trattoria";84.0;RISTORANTE;al banco;False
trattoria;ok campione rist.pizzeria;"via faruffini federico n. 15 ; isolato:207; accesso: accesso esterno; (z.d. 7)";via;faruffini federico;15;6286;7;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;pizzeria;trattoria";203.0;RISTORANTE;al tavolo;False
trattoria;orgada;"via torricelli evangelista n. 8 ; isolato:126; accesso: accesso esterno; (z.d. 5)";via;torricelli evangelista;8;5240;5;solo somministrazione;somministrazione;misto;"trattoria;pizzeria;bar caffè;genere merceol.autorizz.sanit.";30.0;RISTORANTE;misto;False
trattoria;oroscopo 90;"via pelizza da volpedo n. 16 ; isolato:224; accesso: accesso esterno; (z.d. 7)";via;pelizza da volpedo;16;6391;7;solo somministrazione;somministrazione;misto;"ristorante, trattoria, osteria;trattoria;pizzerie e simili;pizzeria";252.0;RISTORANTE;misto;False
trattoria;osteria borsieri;"via borsieri pietro n. 39 ; isolato:263; accesso: accesso esterno; (z.d. 9)";via;borsieri pietro;39;1128;9;solo somministrazione;somministrazione;al tavolo;"bar caffè e simili;trattoria;pizzeria;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.";56.0;RISTORANTE;al tavolo;False
trattoria;osteria caneva;"via cenisio n. 70 ; isolato:007; accesso: accesso esterno; (z.d. 8)";via;cenisio;70;7184;8;solo somministrazione;somministrazione;al tavolo;trattoria;62.0;RISTORANTE;al tavolo;False
trattoria;osteria dei binari;"via tortona n. 1 ; isolato:046; accesso: accesso esterno; (z.d. 6)";via;tortona;1;5124;6;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;trattoria;ristorante, trattoria, osteria";437.0;RISTORANTE;al tavolo;True
trattoria;osteria dei vecchi sapori;"pza minniti tito n. 1 ; isolato:269; accesso: accesso esterno; (z.d. 9)";pza;minniti tito;1;1133;9;solo somministrazione;somministrazione;al tavolo;"bar caffè;trattoria;genere merceol.autorizz.sanit.";47.0;RISTORANTE;al tavolo;False
